outcome,variable,OR,CILow,CIHigh,p
HADS Depression Score?,No Intervention,1.9333333333333333,0.3470776874819,10.769282822228961,0.451841930780826
HADS Depression Score?,Low Emotional/Informational Support,4.32,1.1399433847001255,16.37133935814659,0.0313429533602669
HADS Depression Score?,Low Tangible Support,6.75,1.7811615385939463,25.580217747104044,0.00496565252668809
HADS Depression Score?,Low Affectionate Support,2.7,0.6875685199752546,10.602579653097507,0.15466639083409495
HADS Depression Score?,Low Positive Social Interaction,1.7857142857142858,0.4917905591092997,6.484011234333966,0.3781598581440141
HADS Depression Score?,Additional Item Low,6.2,0.5938552915072214,64.72957393784978,0.1273684937624919
HADS Depression Score?,New MACE,0.4117647058823529,0.04242550117386967,3.996421216464225,0.44414136797010173
HADS Depression Score?,HADS Anxiety Score?,9.285714285714286,2.4582704888640112,35.0752653894338,0.0010144240577881442
HADS Depression Score?,HADS Depression Score?,2405.0,45.785150503421846,126329.71468702973,0.0001171454506923642
HADS Depression Score?,SF-12 Low,1.1,0.32070317104573826,3.7729592634038274,0.8795322207732734
HADS Depression Score?,CAQ High,3.8181818181818183,1.125319109653918,12.955002960162748,0.031601461200078236
HADS Depression Score?,Quit smoking 6mo,0.7142857142857143,0.15995930676732115,3.1895867264216298,0.6594117376577788
HADS Depression Score?,Less drinking 6mo,0.4117647058823529,0.04242550117386967,3.996421216464225,0.44414136797010173
HADS Depression Score?,New Depression 6mo,1.2083333333333333,0.18245809680478942,8.00221787913617,0.8444524757891207
HADS Depression Score?,New Anxiety 6 Mo,0.3176470588235294,0.03411570396124001,2.957572093305599,0.3137291642750758
HADS Depression Score?,New SUD 6mo,0.5675675675675675,0.021968510315789884,14.663394974170467,0.7328053050389045
HADS Depression Score?,F/U Less Social Support 6mo,2.0444444444444443,0.6111296942566745,6.839387982126516,0.24575781748567782
HADS Depression Score?,Hospitalized 6mo,0.4354066985645933,0.1336024855558649,1.418978040462036,0.1677580929895054
HADS Depression Score?,High cholesterol f/u 6mo,0.1282051282051282,0.03475147070291358,0.472974368152865,0.0020413288839446304
HADS Depression Score?,Diabetes f/u 6mo,1.0204081632653061,0.25368711370456504,4.10439775380573,0.977303822433413
HADS Depression Score?,Hypertension f/u 6mo,3.0,0.7169355518410817,12.55342963100116,0.13249466021820983
HADS Depression Score?,Cardiac Rehab 6mo,0.7301587301587301,0.18885480612117791,2.8229716901402417,0.6485145899771603
HADS Depression Score?,No Intervention 6mo,3.4363636363636365,0.895438050340483,13.187506424182208,0.07201220713427536
HADS Depression Score?,Low Emotional/Informational Support 6mo,1.76,0.5338503381858646,5.802375269680066,0.3529928292662202
HADS Depression Score?,Low Tangible Support 6mo,3.466666666666667,0.958624322371875,12.53648326806773,0.05801695670191234
HADS Depression Score?,Low Affectionate Support 6mo,0.7142857142857143,0.15995930676732115,3.1895867264216298,0.6594117376577788
HADS Depression Score?,Low Positive Social Interaction 6mo,1.2777777777777777,0.36729813317562293,4.445206500959904,0.6999646437260929
HADS Depression Score?,Additional Item Low 6mo,1.08,0.22595823028905246,5.1620159996292525,0.9231832234729759
HADS Depression Score?,New MACE 6mo,0.875,0.14389621523693094,5.320675034707255,0.8847207343064347
HADS Depression Score?,HADS Anxiety Score?.1,14.04,3.4444580318459024,57.228625861457076,0.00022858164918785647
HADS Depression Score?,HADS Depression Score?.1,35.0,6.905470101876232,177.39559826161067,1.7588569701897302e-05
HADS Depression Score?,SF-12 Low 6mo,1.1333333333333333,0.35679535460175393,3.5999472187021855,0.8319048862481783
HADS Depression Score?,CAQ High 6mo,7.7,2.017733700458862,29.384452460954883,0.0028140929940250006
HADS Depression Score?,SSS Score?,1.1692307692307693,0.36395466058396325,3.7562387290836474,0.7928818997860793
SF-12 Low,Age,9.0,0.09737346554575604,831.8487952134964,0.3413880904342418
SF-12 Low,Non-White,4.5,1.0517994858092026,19.25271905264401,0.04255029312206016
SF-12 Low,Indigenous,2.2857142857142856,0.2918579444397464,17.900796930326344,0.4311360161963127
SF-12 Low,Non-Woman Gender,11.89655172413793,0.53713098654215,263.4886954412992,0.11717096413421287
SF-12 Low,Less than highschool,0.38666666666666666,0.04134003620786855,3.6166178074767523,0.4048415806465133
SF-12 Low,Unemployed,3.4444444444444446,0.6690937777962181,17.73174093763222,0.1390466021675797
SF-12 Low,<$20k Income,2.2857142857142856,0.2918579444397464,17.900796930326344,0.4311360161963127
SF-12 Low,Marital status,0.875,0.2647394929466207,2.8919939049455414,0.8267074301608887
SF-12 Low,Unstable Housing,2.2857142857142856,0.2918579444397464,17.900796930326344,0.4311360161963127
SF-12 Low,Smoker,0.6493506493506493,0.18445172911429877,2.2859979021981585,0.5013184942759719
SF-12 Low,Alcohol use - average number of drinks/week,24.84,1.2459145236726834,495.23911012863346,0.035378081517224165
SF-12 Low,SUD Hx,6.67741935483871,0.2572867018923129,173.30055891904135,0.253093705504315
SF-12 Low,Depression Hx,3.484848484848485,1.0072054150716496,12.057291174796626,0.04868534349828094
SF-12 Low,Anxiety Hx,1.6262626262626263,0.479432631647496,5.516374887730127,0.4351994637324528
SF-12 Low,Health Anxiety,0.75,0.1699471402322029,3.309852694381574,0.704088286188332
SF-12 Low,COVID Health Anxiety,0.23076923076923078,0.055553231041221604,0.9586199915232047,0.043574135359931196
SF-12 Low,COVID Wait,3.4444444444444446,0.6690937777962181,17.73174093763222,0.1390466021675797
SF-12 Low,COVID Lonely,1.44,0.4115536868143089,5.038467802465826,0.5682451340761638
SF-12 Low,Stressors,0.6140350877192983,0.18541183583936469,2.0335222249624976,0.42471777388894394
SF-12 Low,Menopause,0.676923076923077,0.18061723322627493,2.536994083487858,0.5626782740572345
SF-12 Low,Complicated Pregnancy,0.4230769230769231,0.10033646178322693,1.7839385569220738,0.24134848903062645
SF-12 Low,Hx Stroke,2.2,0.12876033684658383,37.58921511495262,0.5861110327647268
SF-12 Low,Hx ACS,1.44,0.4115536868143089,5.038467802465826,0.5682451340761638
SF-12 Low,Hx CABG/stent,1.5555555555555556,0.3705598329079588,6.529992922953368,0.5460707363717967
SF-12 Low,High cholesterol,0.6,0.17801468239493107,2.0223050995385248,0.4099368469874479
SF-12 Low,Diabetes,0.696969696969697,0.18241709934820935,2.6629453062772845,0.5975870477160325
SF-12 Low,Hypertension,0.46285714285714286,0.1329482410869858,1.6114296281190064,0.2261450241273818
SF-12 Low,Obese,0.5113636363636364,0.14600694906953054,1.7909611169980328,0.29429672651205585
SF-12 Low,eGFR <60,0.75,0.1699471402322029,3.309852694381574,0.704088286188332
SF-12 Low,LVEF <55,6.2,1.304815979399461,29.460092922598903,0.021755627087780834
SF-12 Low,STEMI,0.2962962962962963,0.0794020766692438,1.105657419573617,0.07021778011893598
SF-12 Low,ESSI Low,0.6410256410256411,0.14760650387003804,2.7838466576928638,0.552838429408915
SF-12 Low,HADS-A>7,2.380952380952381,0.7022075084693495,8.073018547921512,0.16376579562679472
SF-12 Low,HADS-D>7,0.8,0.20721873992791418,3.0885237513877306,0.7461116451166359
SF-12 Low,Quit Smoking,0.6666666666666666,0.1188839577070289,3.7384728185085225,0.6448477029934696
SF-12 Low,Less Drinking,17.88888888888889,0.864910433102442,369.99478030473625,0.062027438212059985
SF-12 Low,New Depression,1.4761904761904763,0.2213940457846222,9.842804553630076,0.687433452191986
SF-12 Low,New Anxiety,0.6888888888888889,0.06598392127858016,7.192174881983306,0.7554958201758035
SF-12 Low,New SUD,6.67741935483871,0.2572867018923129,173.30055891904135,0.253093705504315
SF-12 Low,F/U Less Social Support,1.1111111111111112,0.3343642393316927,3.692284508959896,0.863467371721813
SF-12 Low,Hospitalized,2.357142857142857,0.7010692471554312,7.925212055047918,0.16576189844086942
SF-12 Low,Cardiac Rehab,1.9333333333333333,0.4414527014542904,8.466994913530506,0.3816447687064769
SF-12 Low,No Intervention,1.0714285714285714,0.17497844512084804,6.560574834692564,0.940513451946593
SF-12 Low,Low Emotional/Informational Support,0.2987012987012987,0.057557945138869464,1.5501329248390705,0.15036435926643155
SF-12 Low,Low Tangible Support,0.696969696969697,0.18241709934820935,2.6629453062772845,0.5975870477160325
SF-12 Low,Low Affectionate Support,0.3968253968253968,0.0749971885214503,2.0996839837615355,0.2768894249356463
SF-12 Low,Low Positive Social Interaction,0.9259259259259259,0.23665282348707206,3.6227702998380584,0.9119549890146827
SF-12 Low,Additional Item Low,2.2857142857142856,0.2918579444397464,17.900796930326344,0.4311360161963127
SF-12 Low,New MACE,11.0,1.115283214800123,108.49262177920001,0.04003042402500939
SF-12 Low,HADS Anxiety Score?,0.8571428571428571,0.25279470304896584,2.9062866772517446,0.8045649078181176
SF-12 Low,HADS Depression Score?,1.1,0.3207031710457383,3.772959263403827,0.8795322207732733
SF-12 Low,SF-12 Low,2277.0,43.24827287279658,119882.9145212229,0.0001319803909025371
SF-12 Low,CAQ High,1.2666666666666666,0.38492701360486287,4.168178350016885,0.6972836785625138
SF-12 Low,Quit smoking 6mo,0.8901098901098901,0.19748215822715617,4.011985809675491,0.8795544671502699
SF-12 Low,Less drinking 6mo,3.6923076923076925,0.5512532757810416,24.731165679439254,0.17823240215802205
SF-12 Low,New Depression 6mo,1.4761904761904763,0.2213940457846222,9.842804553630076,0.687433452191986
SF-12 Low,New Anxiety 6 Mo,1.0714285714285714,0.17497844512084804,6.560574834692564,0.940513451946593
SF-12 Low,New SUD 6mo,6.67741935483871,0.2572867018923129,173.30055891904135,0.253093705504315
SF-12 Low,F/U Less Social Support 6mo,1.2545454545454546,0.36259394942579404,4.340624822926786,0.7202769941503828
SF-12 Low,Hospitalized 6mo,1.875,0.5559368596921455,6.323784686532218,0.3108403694854034
SF-12 Low,High cholesterol f/u 6mo,0.28695652173913044,0.08293736839417974,0.9928461315201156,0.048685343498280916
SF-12 Low,Diabetes f/u 6mo,0.75,0.1699471402322029,3.309852694381574,0.704088286188332
SF-12 Low,Hypertension f/u 6mo,1.434782608695652,0.3755240476185254,5.481942227856265,0.5975870477160328
SF-12 Low,Cardiac Rehab 6mo,0.9259259259259259,0.23665282348707206,3.6227702998380584,0.9119549890146827
SF-12 Low,No Intervention 6mo,1.0833333333333333,0.27214034791937725,4.312521535611465,0.9095849732840554
SF-12 Low,Low Emotional/Informational Support 6mo,1.1,0.3207031710457383,3.772959263403827,0.8795322207732733
SF-12 Low,Low Tangible Support 6mo,0.8,0.20721873992791418,3.0885237513877306,0.7461116451166359
SF-12 Low,Low Affectionate Support 6mo,0.8901098901098901,0.19748215822715617,4.011985809675491,0.8795544671502699
SF-12 Low,Low Positive Social Interaction 6mo,1.6666666666666667,0.4695245404806426,5.916150356985013,0.42934406108064016
SF-12 Low,Additional Item Low 6mo,0.6666666666666666,0.1188839577070289,3.7384728185085225,0.6448477029934696
SF-12 Low,New MACE 6mo,5.333333333333333,0.8620087615812216,32.997860012777046,0.07181260807878923
SF-12 Low,HADS Anxiety Score?.1,0.7342657342657343,0.20758545710620072,2.5972251429972317,0.6317814566411827
SF-12 Low,HADS Depression Score?.1,1.4259259259259258,0.4241036186495818,4.794264082683308,0.5662925464352001
SF-12 Low,SF-12 Low 6mo,1.125,0.3425623549532563,3.6945828451369045,0.8460624014816291
SF-12 Low,CAQ High 6mo,1.125,0.3425623549532563,3.6945828451369045,0.8460624014816291
SF-12 Low,SSS Score?,0.76,0.22489809188637327,2.568274346639742,0.6586760508452248
CAQ High,Age,9.0,0.09737346554575604,831.8487952134964,0.3413880904342418
CAQ High,Non-White,2.0294117647058822,0.49449040027933966,8.32880094011952,0.325882132795663
CAQ High,Indigenous,3.9,0.37677441639832393,40.3689829723472,0.25370973227090543
CAQ High,Non-Woman Gender,6.395348837209302,0.29146688984768476,140.3263566951575,0.2389535960937399
CAQ High,Less than highschool,2.6315789473684212,0.4353533372630126,15.90709697959412,0.2918504571345325
CAQ High,Unemployed,1.6842105263157894,0.3354966402742761,8.454824151544264,0.5265578842115934
CAQ High,<$20k Income,12.692307692307692,0.6454156147827519,249.5983531641667,0.0945439434857828
CAQ High,Marital status,4.453125,1.3532590322045959,14.653752011778113,0.013978898324145148
CAQ High,Unstable Housing,12.692307692307692,0.6454156147827519,249.5983531641667,0.0945439434857828
CAQ High,Smoker,1.5384615384615385,0.48767745414811436,4.85333879020496,0.46238995921452974
CAQ High,Alcohol use - average number of drinks/week,12.692307692307692,0.6454156147827519,249.5983531641667,0.0945439434857828
CAQ High,SUD Hx,3.6666666666666665,0.14234285797663804,94.4511346445707,0.4331239650518116
CAQ High,Depression Hx,2.1818181818181817,0.6947279906628357,6.852078284582421,0.18149183554309656
CAQ High,Anxiety Hx,1.2857142857142858,0.4037651916892362,4.094115239537783,0.6706315737634578
CAQ High,Health Anxiety,2.515625,0.6301527551721954,10.042595368635201,0.1914967417996939
CAQ High,COVID Health Anxiety,0.935064935064935,0.3002389474896984,2.912168591378342,0.9077832067166114
CAQ High,COVID Wait,1.6842105263157894,0.3354966402742761,8.454824151544264,0.5265578842115934
CAQ High,COVID Lonely,1.836734693877551,0.552724558895247,6.103572351545952,0.32104262513790993
CAQ High,Stressors,3.8857142857142857,1.1906484839586888,12.681136131802237,0.024502570388047467
CAQ High,Menopause,0.6530612244897959,0.1834580229144338,2.3247223324271253,0.5107037960123632
CAQ High,Complicated Pregnancy,3.3846153846153846,0.9468872980011602,12.098188798136261,0.06065171148491092
CAQ High,Hx Stroke,1.1818181818181819,0.06978348698706364,20.014680767313187,0.9078726471263383
CAQ High,Hx ACS,1.2666666666666666,0.38492701360486287,4.168178350016885,0.6972836785625138
CAQ High,Hx CABG/stent,0.42857142857142855,0.09680281482716882,1.8973980221100453,0.2643243765228118
CAQ High,High cholesterol,0.5969387755102041,0.19332268300493016,1.843218272004504,0.36975785299550923
CAQ High,Diabetes,1.5238095238095237,0.4519506809285765,5.137718699929477,0.4969685912401831
CAQ High,Hypertension,6.190476190476191,1.482669329144912,25.846623189375446,0.01241482598683573
CAQ High,Obese,1.118881118881119,0.36270276236797494,3.451572714846247,0.8450471943745819
CAQ High,eGFR <60,0.6015037593984962,0.1513764792393507,2.3901122181501466,0.47020734519754714
CAQ High,LVEF <55,1.5972222222222223,0.37380104539946024,6.824803885805768,0.527409690461689
CAQ High,STEMI,1.3333333333333333,0.4342049466178401,4.094328707273954,0.6152583677160908
CAQ High,ESSI Low,1.2352941176470589,0.33672903896968837,4.531689817315662,0.7499983069989131
CAQ High,HADS-A>7,3.75,1.160071011713762,12.122102748887416,0.027241238078239544
CAQ High,HADS-D>7,7.333333333333333,1.7157609602817794,31.3433974910735,0.007178577431195244
CAQ High,Quit Smoking,0.66,0.13949592247535822,3.122671919510395,0.6002753485603338
CAQ High,Less Drinking,2.4761904761904763,0.2097798419468701,29.2283530079564,0.47154674981198463
CAQ High,New Depression,1.875,0.2851442878078286,12.32928433190054,0.5129921193789343
CAQ High,New Anxiety,0.36363636363636365,0.03516921139777189,3.759862666896622,0.39600328156833
CAQ High,New SUD,0.375886524822695,0.014596686747410556,9.679640454594766,0.5549458007200208
CAQ High,F/U Less Social Support,1.5583333333333333,0.5028136223750487,4.829628056430087,0.4420860801722317
CAQ High,Hospitalized,0.40625,0.1266325599790422,1.3032908955430906,0.12987283862182153
CAQ High,Cardiac Rehab,0.525,0.1153768936415205,2.3889098700852123,0.4045533392397571
CAQ High,No Intervention,0.5476190476190477,0.09074353860402352,3.304771071622018,0.5114391101180151
CAQ High,Low Emotional/Informational Support,2.3466666666666667,0.6421965179437497,8.57501448633951,0.1969926151698822
CAQ High,Low Tangible Support,3.3846153846153846,0.9468872980011602,12.098188798136261,0.06065171148491092
CAQ High,Low Affectionate Support,2.515625,0.6301527551721954,10.042595368635201,0.1914967417996939
CAQ High,Low Positive Social Interaction,3.6964285714285716,0.9560774559884632,14.291294181334974,0.058105885382078
CAQ High,Additional Item Low,1.1904761904761905,0.15416828109327455,9.19277006943634,0.8672260988927323
CAQ High,New MACE,0.26136363636363635,0.02705717728382219,2.5246887247941814,0.24619649962868928
CAQ High,HADS Anxiety Score?,5.444444444444445,1.5839342371995895,18.714145204064323,0.007143332713329616
CAQ High,HADS Depression Score?,3.8181818181818183,1.125319109653918,12.955002960162748,0.031601461200078236
CAQ High,SF-12 Low,1.2666666666666666,0.38492701360486287,4.168178350016885,0.6972836785625138
CAQ High,CAQ High,2585.0,49.35309163878312,135396.2797084207,0.00010001762731284787
CAQ High,Quit smoking 6mo,0.7368421052631579,0.18004254844302467,3.01559988338233,0.6710196303111358
CAQ High,Less drinking 6mo,1.875,0.2851442878078286,12.32928433190054,0.5129921193789343
CAQ High,New Depression 6mo,1.875,0.2851442878078286,12.32928433190054,0.5129921193789343
CAQ High,New Anxiety 6 Mo,0.5476190476190477,0.09074353860402352,3.304771071622018,0.5114391101180151
CAQ High,New SUD 6mo,0.375886524822695,0.014596686747410556,9.679640454594766,0.5549458007200208
CAQ High,F/U Less Social Support 6mo,1.5267857142857142,0.47089741622830533,4.950281180172717,0.480743789805247
CAQ High,Hospitalized 6mo,0.5288461538461539,0.17143372752548816,1.6314074160015464,0.2676815823519898
CAQ High,High cholesterol f/u 6mo,0.4583333333333333,0.14594112303854712,1.439412278532071,0.18149183554309645
CAQ High,Diabetes f/u 6mo,0.9722222222222222,0.2536874558574434,3.7259077165954495,0.9672174598453845
CAQ High,Hypertension f/u 6mo,3.265625,0.8692259422988312,12.268739486100978,0.07969443610098387
CAQ High,Cardiac Rehab 6mo,0.6597222222222222,0.1816000217307896,2.3966594626240343,0.5274134225079307
CAQ High,No Intervention 6mo,0.7936507936507936,0.21361098230410902,2.9487322021945417,0.7299964563292989
CAQ High,Low Emotional/Informational Support 6mo,1.8269230769230769,0.5686791571624426,5.869123014193199,0.3115035974477799
CAQ High,Low Tangible Support 6mo,1.8666666666666667,0.535449989577126,6.5075067929243975,0.32727731141894834
CAQ High,Low Affectionate Support 6mo,1.2222222222222223,0.30523972792190984,4.893947359552086,0.7767897532939526
CAQ High,Low Positive Social Interaction 6mo,8.727272727272727,2.0418973411617864,37.30123337780647,0.003463888382336965
CAQ High,Additional Item Low 6mo,2.2222222222222223,0.4686589975712127,10.537025066264523,0.31461675604168327
CAQ High,New MACE 6mo,0.5476190476190477,0.09074353860402352,3.304771071622018,0.5114391101180151
CAQ High,HADS Anxiety Score?.1,3.8181818181818183,1.125319109653918,12.955002960162748,0.031601461200078236
CAQ High,HADS Depression Score?.1,6.844444444444444,1.8987208914131621,24.67262037561508,0.0032812802843241555
CAQ High,SF-12 Low 6mo,0.9871794871794872,0.32428524382422586,3.0051424123269137,0.9818749657395532
CAQ High,CAQ High 6mo,3.75,1.160071011713762,12.122102748887416,0.027241238078239544
CAQ High,SSS Score?,0.5743589743589743,0.18315947820576242,1.8010983360418542,0.34163726085667556
New MACE 6mo,Age,1.0,0.010819273949528446,92.42764391261066,1.0
New MACE 6mo,Non-White,0.7777777777777778,0.08046687368711683,7.517854787762086,0.8281083434279568
New MACE 6mo,Indigenous,2.7333333333333334,0.23675473366536334,31.556332561743048,0.4204447823025137
New MACE 6mo,Non-Woman Gender,1.3076923076923077,0.0562268684646555,30.41355882504083,0.8672922527773308
New MACE 6mo,Less than highschool,0.4556213017751479,0.02281684090767114,9.098138145911657,0.6068450467542787
New MACE 6mo,Unemployed,1.2666666666666666,0.12531873512393418,12.802909659579038,0.8412556707280145
New MACE 6mo,<$20k Income,2.7333333333333334,0.23675473366536334,31.556332561743048,0.4204447823025137
New MACE 6mo,Marital status,2.6315789473684212,0.4353533372630126,15.90709697959412,0.2918504571345325
New MACE 6mo,Unstable Housing,0.6923076923076923,0.033219298771394484,14.428057140120144,0.812402524626903
New MACE 6mo,Smoker,0.28888888888888886,0.03107633671793937,2.685541442060635,0.2750225062238373
New MACE 6mo,Alcohol use - average number of drinks/week,0.6923076923076923,0.033219298771394484,14.428057140120144,0.812402524626903
New MACE 6mo,SUD Hx,2.230769230769231,0.08186041705602538,60.79044720161808,0.6342084454407924
New MACE 6mo,Depression Hx,3.176470588235294,0.5236904089352014,19.267042561347257,0.20887206077027876
New MACE 6mo,Anxiety Hx,4.285714285714286,0.699913780483392,26.242299338770252,0.11546950922602273
New MACE 6mo,Health Anxiety,0.22408026755852842,0.011687753451884568,4.296117856678893,0.3208942368571607
New MACE 6mo,COVID Health Anxiety,0.7222222222222222,0.1193037760733177,4.372074006702473,0.723174783707953
New MACE 6mo,COVID Wait,1.2666666666666666,0.12531873512393418,12.802909659579038,0.8412556707280145
New MACE 6mo,COVID Lonely,1.0714285714285714,0.17497844512084804,6.560574834692564,0.940513451946593
New MACE 6mo,Stressors,0.4166666666666667,0.06900201034060456,2.516029754120784,0.3399477595559821
New MACE 6mo,Menopause,1.875,0.19816904750882006,17.74053538731131,0.5835136170522961
New MACE 6mo,Complicated Pregnancy,0.14640198511166252,0.0077282281133881385,2.773409496997722,0.20044325136619334
New MACE 6mo,Hx Stroke,1.3076923076923077,0.0562268684646555,30.41355882504083,0.8672922527773308
New MACE 6mo,Hx ACS,0.38666666666666666,0.04134003620786855,3.6166178074767523,0.4048415806465133
New MACE 6mo,Hx CABG/stent,2.25,0.3494634462606918,14.486493663842282,0.3933934960667109
New MACE 6mo,High cholesterol,2.6315789473684212,0.4353533372630126,15.90709697959412,0.2918504571345325
New MACE 6mo,Diabetes,0.42857142857142855,0.04567834750526034,4.0210182596164,0.45822544663468856
New MACE 6mo,Hypertension,0.41935483870967744,0.07461233582316708,2.3569625425748386,0.3238283970284781
New MACE 6mo,Obese,0.24,0.025869618419530234,2.2265500428299694,0.20922658065834376
New MACE 6mo,eGFR <60,0.68,0.07096667838042152,6.515734011408488,0.7380130355845727
New MACE 6mo,LVEF <55,0.9,0.09208746609885013,8.795985320418259,0.9278209641558208
New MACE 6mo,STEMI,0.21904761904761905,0.023622755669017143,2.0311711335761875,0.18142946778048008
New MACE 6mo,ESSI Low,1.7,0.27052247308533467,10.683031125064304,0.5715020314669069
New MACE 6mo,HADS-A>7,6.578947368421052,0.7085555675110552,61.08560917599308,0.09752553984452594
New MACE 6mo,HADS-D>7,1.3333333333333333,0.21550219039530538,8.24946500319426,0.75702319847178
New MACE 6mo,Quit Smoking,0.33031674208144796,0.01691637181587636,6.449914395763084,0.4650393141070035
New MACE 6mo,Less Drinking,4.2,0.32037072383949905,55.061210926493324,0.27437978670069796
New MACE 6mo,New Depression,6.833333333333333,0.8684398264535232,53.76819789015448,0.06785370535030302
New MACE 6mo,New Anxiety,2.7333333333333334,0.23675473366536334,31.556332561743048,0.4204447823025137
New MACE 6mo,New SUD,24.272727272727273,0.8766472406109274,672.0665530705535,0.059795015423118276
New MACE 6mo,F/U Less Social Support,0.24,0.025869618419530234,2.2265500428299694,0.20922658065834376
New MACE 6mo,Hospitalized,8.75,0.937859850876665,81.63533168461494,0.05695006479245737
New MACE 6mo,Cardiac Rehab,0.9,0.09208746609885013,8.795985320418259,0.9278209641558208
New MACE 6mo,No Intervention,0.4556213017751479,0.02281684090767114,9.098138145911657,0.6068450467542787
New MACE 6mo,Low Emotional/Informational Support,3.4,0.5915554672484952,19.541700888623485,0.17019160906141806
New MACE 6mo,Low Tangible Support,2.6666666666666665,0.47161968943918103,15.078062409920108,0.2671362434600365
New MACE 6mo,Low Affectionate Support,4.5,0.7632445788433222,26.531469153293394,0.09660532928196901
New MACE 6mo,Low Positive Social Interaction,1.5,0.2407552834484313,9.345589296203087,0.6639967513925382
New MACE 6mo,Additional Item Low,10.5,1.149419597169167,95.91797483836865,0.03721607227829841
New MACE 6mo,New MACE,326.3333333333333,11.78603512376913,9035.561435726326,0.000635642483428755
New MACE 6mo,HADS Anxiety Score?,0.2631578947368421,0.028342222700442208,2.4434243670397224,0.24031259183552256
New MACE 6mo,HADS Depression Score?,0.875,0.14389621523693094,5.320675034707255,0.8847207343064347
New MACE 6mo,SF-12 Low,5.333333333333333,0.8620087615812219,32.997860012777025,0.07181260807878917
New MACE 6mo,CAQ High,0.5476190476190477,0.09074353860402352,3.304771071622018,0.5114391101180151
New MACE 6mo,Quit smoking 6mo,0.25274725274725274,0.013119608241456056,4.869137294010687,0.3621669699785134
New MACE 6mo,Less drinking 6mo,2.0,0.18502495917725292,21.618704945466423,0.5681837938847645
New MACE 6mo,New Depression 6mo,6.833333333333333,0.8684398264535232,53.76819789015448,0.06785370535030302
New MACE 6mo,New Anxiety 6 Mo,5.0,0.6873505552620257,36.37154259731371,0.11190482063212868
New MACE 6mo,New SUD 6mo,24.272727272727273,0.8766472406109274,672.0665530705535,0.059795015423118276
New MACE 6mo,F/U Less Social Support 6mo,2.142857142857143,0.3831427374343004,11.98466338013588,0.38553962825247146
New MACE 6mo,Hospitalized 6mo,5.476190476190476,0.5905688917254285,50.779278339404684,0.13452577468269916
New MACE 6mo,High cholesterol f/u 6mo,1.52,0.25146008760311606,9.187939215413564,0.6482918327034572
New MACE 6mo,Diabetes f/u 6mo,0.68,0.07096667838042152,6.515734011408488,0.7380130355845727
New MACE 6mo,Hypertension f/u 6mo,0.8387096774193549,0.13633306939864334,5.159672015745566,0.8494986552456939
New MACE 6mo,Cardiac Rehab 6mo,0.5333333333333333,0.05636808462473103,5.046196732390774,0.583513617052296
New MACE 6mo,No Intervention 6mo,0.6,0.06305626475954071,5.709186888453145,0.656744278987208
New MACE 6mo,Low Emotional/Informational Support 6mo,4.285714285714286,0.699913780483392,26.242299338770252,0.11546950922602273
New MACE 6mo,Low Tangible Support 6mo,6.8,1.0820898923413387,42.7321245002572,0.0409407374481779
New MACE 6mo,Low Affectionate Support 6mo,2.25,0.3494634462606918,14.486493663842282,0.3933934960667109
New MACE 6mo,Low Positive Social Interaction 6mo,1.1923076923076923,0.19381076877529035,7.334977525342437,0.8494986552456938
New MACE 6mo,Additional Item Low 6mo,3.1666666666666665,0.47207224107857954,21.24204074119364,0.23522110050246403
New MACE 6mo,New MACE 6mo,1157.0,21.075717008585965,63516.17833237432,0.0005573929449280865
New MACE 6mo,HADS Anxiety Score?.1,4.285714285714286,0.699913780483392,26.242299338770252,0.11546950922602273
New MACE 6mo,HADS Depression Score?.1,1.75,0.3151991315708382,9.716080068931694,0.5222558867671163
New MACE 6mo,SF-12 Low 6mo,2.4,0.3974515795618823,14.492331383735717,0.3399477595559821
New MACE 6mo,CAQ High 6mo,1.0952380952380953,0.1988506660899192,6.032398627814216,0.916768097054355
New MACE 6mo,SSS Score?,0.6578947368421053,0.10883833431575313,3.9767742448985306,0.6482918327034572
HADS Anxiety Score?.1,Age,9.0,0.09737346554575604,831.8487952134964,0.3413880904342418
HADS Anxiety Score?.1,Non-White,2.076923076923077,0.5095352118115242,8.465773056428564,0.3079672114839622
HADS Anxiety Score?.1,Indigenous,1.875,0.24095148240583628,14.590592947996921,0.5481775801838711
HADS Anxiety Score?.1,Non-Woman Gender,1.8235294117647058,0.10715291360493044,31.03284272634028,0.6778077666829687
HADS Anxiety Score?.1,Less than highschool,1.9333333333333333,0.3470776874819,10.769282822228961,0.451841930780826
HADS Anxiety Score?.1,Unemployed,2.761904761904762,0.5426523908425762,14.057098139728131,0.22106745175094478
HADS Anxiety Score?.1,<$20k Income,1.875,0.24095148240583628,14.590592947996921,0.5481775801838711
HADS Anxiety Score?.1,Marital status,1.2857142857142858,0.4037651916892362,4.094115239537783,0.6706315737634578
HADS Anxiety Score?.1,Unstable Housing,1.875,0.24095148240583628,14.590592947996921,0.5481775801838711
HADS Anxiety Score?.1,Smoker,1.0606060606060606,0.32345384619087864,3.4777302203742617,0.9226354055832316
HADS Anxiety Score?.1,Alcohol use - average number of drinks/week,1.875,0.24095148240583628,14.590592947996921,0.5481775801838711
HADS Anxiety Score?.1,SUD Hx,5.571428571428571,0.2153812547966845,144.12032447221324,0.3007055216108653
HADS Anxiety Score?.1,Depression Hx,1.6666666666666667,0.5179417097607845,5.363108870032338,0.3916214197172623
