outcome,variable,fisher odds,p-value
SSS Score?,STEMI,0.47368421052631576,0.2513943718511522
SSS Score?,ESSI Low,0.37142857142857144,0.18249077385527882
SSS Score?,HADS-A>7,1.2222222222222223,0.7789550972073562
SSS Score?,HADS-D>7,0.24444444444444444,0.051940270712751174
SSS Score?,Quit Smoking,0.6153846153846154,0.6974049163623817
SSS Score?,Less Drinking,inf,0.26530612244897855
SSS Score?,New Depression,2.923076923076923,0.6359191225056151
SSS Score?,New Anxiety,0.6428571428571429,1.0
SSS Score?,New SUD,0.0,0.39999999999999875
SSS Score?,F/U Less Social Support,0.8148148148148148,0.7759287008981695
SSS Score?,Hospitalized,1.625,0.5601563388001107
SSS Score?,Cardiac Rehab,0.05172413793103448,0.001575399899825727
SSS Score?,No Intervention,0.6296296296296297,0.6723272102550533
SSS Score?,Low Emotional/Informational Support,1.7142857142857142,0.5219210131650847
SSS Score?,Low Tangible Support,1.0,1.0
SSS Score?,Low Affectionate Support,2.0606060606060606,0.48949317491077815
SSS Score?,Low Positive Social Interaction,0.7101449275362319,0.7442833326231832
SSS Score?,Additional Item Low,inf,0.14003473729917484
SSS Score?,New MACE,2.923076923076923,0.6359191225056151
SSS Score?,HADS Anxiety Score?,0.5,0.25754924281098185
SSS Score?,HADS Depression Score?,0.5238095238095238,0.3700978733985809
SSS Score?,SF-12 Low,1.25,1.0
SSS Score?,CAQ High,2.122448979591837,0.2538256957868645
SSS Score?,Quit smoking 6mo,1.0,1.0
SSS Score?,Less drinking 6mo,inf,0.07457663916630439
SSS Score?,New Depression 6mo,2.923076923076923,0.6359191225056151
SSS Score?,New Anxiety 6 Mo,1.3846153846153846,1.0
SSS Score?,New SUD 6mo,0.0,0.39999999999999875
SSS Score?,F/U Less Social Support 6mo,1.3508771929824561,0.763481280624446
SSS Score?,Hospitalized 6mo,2.25,0.24840792856155536
SSS Score?,High cholesterol f/u 6mo,2.4444444444444446,0.15351322546319895
SSS Score?,Diabetes f/u 6mo,2.0606060606060606,0.48949317491077815
SSS Score?,Hypertension f/u 6mo,3.272727272727273,0.11357092108867048
SSS Score?,Cardiac Rehab 6mo,0.18803418803418803,0.02051396632885377
SSS Score?,No Intervention 6mo,0.5833333333333334,0.506419793779783
SSS Score?,Low Emotional/Informational Support 6mo,2.2941176470588234,0.23699210058982906
SSS Score?,Low Tangible Support 6mo,0.8484848484848485,1.0
SSS Score?,Low Affectionate Support 6mo,1.0,1.0
SSS Score?,Low Positive Social Interaction 6mo,0.6753246753246753,0.5466724545301916
SSS Score?,Additional Item Low 6mo,5.782608695652174,0.12271133337114414
SSS Score?,New MACE 6mo,3.8,0.38106250825954713
SSS Score?,HADS Anxiety Score?.1,0.75,0.7654359807845745
SSS Score?,HADS Depression Score?.1,0.42857142857142855,0.23453753777428285
SSS Score?,SF-12 Low 6mo,4.666666666666667,0.10031956942225201
SSS Score?,CAQ High 6mo,0.6256684491978609,0.5646085248023684
SSS Score?,SSS Score?,inf,2.12182625676744e-14
